caseid,sender,target,startdate,terdate,defactoter,ongoing,gradual,expiry,review,measures,goals,adaptgoal,targetsalience,sendersalience,requirementter,outcome,negotiations,costsender,instinvestment,costtarget,multilateralism,datasets,comment,sourceimp,sourceter
UN_SIE_97,4400,451,08.10.1997,05.06.1998,,0,0,0,1,"OE, AE, TB","DM, HR, AC",0,1,1,Clear ,Stalemate,0,Blank,1,Severe,EU – UN – USA – RO,EUSANCT/HSE,,https://www.securitycouncilreport.org/atf/cf/%7B65BFCF9B-6D27-4E9C-8CD3-CF6E4FF96FF9%7D/SL%20SRES1132.pdf,http://www.securitycouncilreport.org/atf/cf/%7B65BFCF9B-6D27-4E9C-8CD3-CF6E4FF96FF9%7D/Disarm%20SRES1171.pdf
USA_SIE_17,2,451,13.09.2017,,,1,0,0,0,TB,Other,0,0,1,Clear ,Blank,0,Minor,0,Minor,USA,IST,Repatriation Sanctions,https://www.dhs.gov/news/2017/09/13/dhs-announces-implementation-visa-sanctions-four-countries,
USA_SIE_97,2,451,26.05.1997,10.03.1998,,0,missing,missing,missing,AS,DM,0,1,0,Clear,Stalemate,0,Minor,0,Minor,EU – UN – USA – RO,EUSANCT/HSE,, https://1997-2001.state.gov/briefings/statements/970526.html,http://www.sierra-leone.org/GOSL/Embassy-Statements.pdf
AU_TOG_05,3760,461,20.02.2005,27.05.2005,,0,0,0,0,"DS, AE, TB",DM,0,1,0,Clear ,Target complete acquiescence,0,Blank,0,Minor,EU – USA – RO,IST,,https://www.sipri.org/sites/default/files/2016-03/AU-Togo.pdf,"http://www.peaceau.org/uploads/communiqueeng-30th.pdf;
http://news.bbc.co.uk/2/hi/africa/4588281.stm"
ECOWAS_TOG_05,1520,461,19.02.2005,26.02.2005,,0,0,0,0,"AE, TB, DS",DM,0,1,0,Clear ,Target complete acquiescence,0,Blank,0,Minor,EU – USA – RO,IST,,"https://2001-2009.state.gov/r/pa/prs/ps/2005/42493.htm;
https://www.sipri.org/sites/default/files/2016-03/Togo-ECOWAS.pdf",https://www.sipri.org/sites/default/files/2016-03/Togo-ECOWAS.pdf
EEC_TOG_92,"1653, 1830",461,12.01.1992,15.11.2007,,0,1,1,1,AS,"DM, HR",1,1,0,Clear ,Target complete acquiescence,1,Blank,0,Minor,EU – USA – RO,EUSANCT/TIES/HSE,,https://ec.europa.eu/commission/presscorner/detail/en/IP_93_100,http://data.europa.eu/eli/dec/2006/863/oj
USA_TOG_92,2,461,13.11.1992,13.12.2007,,0,0,0,0,"AS, IM",DM,0,1,0,Ambiguous,Target complete acquiescence,missing,Minor,0,Minor,EU – USA – RO,EUSANCT/TIES,,https://babel.hathitrust.org/cgi/pt?id=uiug.30112054362717;view=1up;seq=193,https://www.polver.uni-konstanz.de/typo3temp/secure_downloads/103476/0/3abf60aca40b532ce231b7accac6d4e73a722ec3/Case-Summaries_EUSANCT_01.pdf
USA_CAO_92,2,471,29.11.1992,31.12.1998,,0,missing,0,missing,"AS, AE","DM, HR",missing,1,0,Ambiguous,Target partial acquiescence,0,Minor,0,Minor,USA,EUSANCT/HSE,,"https://babel.hathitrust.org/cgi/pt?id=mdp.39015038055128&view=1up&seq=273&q1=cameroon;
https://www.polver.uni-konstanz.de/typo3temp/secure_downloads/103476/0/3abf60aca40b532ce231b7accac6d4e73a722ec3/Case-Summaries_EUSANCT_01.pdf",https://uca.edu/politicalscience/dadm-project/sub-saharan-africa-region/cameroon-1961-present/
ComSec_NIG_95,1240,475,12.11.1995,29.05.1999,,0,0,0,1,"DS, AS","HR, DM",0,1,0,Clear ,Target complete acquiescence,1,Blank,0,Minor,EU – USA – RO,TIES,,https://thecommonwealth.org/history-of-the-commonwealth/nigeria-suspended-commonwealth,www.commonwealthofnations.org/commonwealth/commonwealth-membership/withdrawals-and-suspension/
EEC_NIG_93,"1653, 1830",475,13.07.1993,01.06.1999,,0,1,1,0,"TB, AE, DS, IM, AS","DM, HR",0,1,0,Ambiguous,Target complete acquiescence,1,Blank,0,Minor,EU – USA – RO,EUSANCT/HSE,,"https://www.bicc.de/uploads/tx_bicctools/paper45.pdf; 
https://ec.europa.eu/commission/presscorner/detail/en/MEMO_95_148;
additional measures: https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31995E0515&from=EN",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31999D0347&from=en
USA_NIG_03,2,475,20.02.2003,31.03.2006,,0,0,0,1,"IM, AS","HR, other",1,0,0,Clear ,Target partial acquiescence,1,Minor,0,Minor,USA,EUSANCT/TIES,P.L. 109-102 restricted FY2006 FMF and IMET funding for Nigeria due to issues related to former Liberian President Charles Taylor. Those restrictions were lifted after Nigeria surrendered Taylor to the SCSL. Exact date in March missing.,https://www.govinfo.gov/content/pkg/PLAW-108publ7/html/PLAW-108publ7.htm,https://www.congress.gov/109/plaws/publ102/PLAW-109publ102.htm
USA_NIG_93,2,475,20.07.1993,30.05.1999,,0,1,0,1,"AS, AE, TB, IM, FS","DM, HR, DT",1,1,0,Clear ,Target partial acquiescence,1,Minor,0,Minor,EU – USA – RO,EUSANCT/TIES/HSE,Drug Trafficking included,https://permanent.access.gpo.gov/gpo41448/dispatch/1993/html/Dispatchv4no32.html,https://www.govinfo.gov/content/pkg/FR-1999-06-25/pdf/99-16254.pdf
USA_GAB_18,2,481,29.11.2018,,,1,0,0,1,"AS, FS",HR,0,0,0,Clear,Blank,0,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2018/12/20/2018-27696/presidential-determination-with-respect-to-the-efforts-of-foreign-governments-regarding-trafficking,
AU_CEN_03,3760,482,17.03.2003,24.06.2005,,0,0,0,0,DS,"DM, HR",0,1,0,Clear ,Target complete acquiescence,1,Blank,0,Minor,EU – USA – RO,HSE,,http://www.peaceau.org/uploads/90mar03.pdf, http://www.peaceau.org/uploads/communiqueeng-33rd.pdf
AU_CEN_13,3760,482,25.03.2013,31.03.2016,,0,0,0,0,"AF, TB, DS","DM, HR, AC",0,1,0,Clear ,Target partial acquiescence,1,Blank,0,Minor,EU – UN – USA – RO,IST,,http://www.peaceau.org/en/article/363rd-meeting-of-the-of-the-peace-and-security-council-on-the-situation-in-central-african-republic-car,http://www.peaceau.org/uploads/psc-586-com-car-31-3-2016.pdf
EU_CEN_03,1830,482,28.04.2003,24.06.2005,,0,0,1,0,AS,"DM, HR",0,1,0,Clear ,Target partial acquiescence,1,Blank,0,Major,EU – USA – RO,EUSANCT/HSE,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:52003DC0222&qid=1581943320994&from=EN,https://ec.europa.eu/commission/presscorner/detail/en/pres_05_147
EU_CEN_13,1830,482,24.12.2013,,,1,1,0,0,"AE, IM, AS, TB","HR, AC, DM",0,0,1,Clear ,Blank,1,Blank,0,Minor,EU – UN – USA – RO,IST,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:02013D0798-20190514&from=EN,
UN_CEN_13,4400,482,05.12.2013,,,1,1,1,1,"AE, IM, TB, AF, AS","HR, AC, DM",0,0,1,Clear ,Blank,1,Blank,1,Minor,EU – UN – USA – RO,EUSANCT,,http://unscr.com/en/resolutions/doc/2127,
USA_CEN_03_a,2,482,18.03.2003,15.12.2016,,0,1,0,1,"AS, IM",DM,0,1,0,Ambiguous,Target complete acquiescence,0,Minor,0,Minor,EU – UN – USA – RO,EUSANCT/HSE,,https://2001-2009.state.gov/r/pa/prs/ps/2003/18818.htm,https://agoa.info/images/documents/2451/proclamation2016-30738.pdf
USA_CEN_03_b,2,482,01.07.2003,06.04.2004,,0,0,0,0,"IM, AS",CB,0,0,0,Clear ,Target complete acquiescence,1,Minor,0,Minor,USA,EUSANCT/TIES,ICC CASE,https://2001-2009.state.gov/t/pm/rls/othr/misc/23425.htm,https://www.federalregister.gov/documents/2004/04/21/04-9185/waiving-prohibition-on-united-states-military-assistance-to-parties-to-the-rome-statute-establishing
USA_CEN_13,2,482,30.09.2013,29.09.2015,,0,1,0,1,"AS, AE, IM","HR, AC",0,0,0,Ambiguous,Target complete acquiescence,0,Minor,1,Minor,USA,EUSANCT,Child Soldiers Prevention Act,"https://www.federalregister.gov/documents/2013/10/23/2013-25122/determination-with-respect-to-the-child-soldiers-prevention-act-of-2009;
https://2009-2017.state.gov/j/tip/rls/tiprpt/2013/210544.htm",https://www.federalregister.gov/documents/2015/10/16/2015-26491/determination-with-respect-to-the-child-soldiers-prevention-act-of-2008
USA_CHA_17,2,483,24.09.2017,13.04.2018,,0,1,0,1,TB,CT,0,0,1,Ambiguous,Target complete acquiescence,1,Minor,0,Minor,USA,IST,"""Muslim ban"" included",https://trumpwhitehouse.archives.gov/presidential-actions/presidential-proclamation-enhancing-vetting-capabilities-processes-detecting-attempted-entry-united-states-terrorists-public-safety-threats/,https://trumpwhitehouse.archives.gov/presidential-actions/presidential-proclamation-maintaining-enhanced-vetting-capabilities-processes-detecting-attempted-entry-united-states-terrorists-public-safety-threats/
EU_CON_97,1830,484,05.06.1997,17.05.2001,,0,0,0,0,AS,"DM, AC",0,1,0,Clear ,Target partial acquiescence,1,Blank,0,Minor,EU,EUSANCT,,"https://www.polver.uni-konstanz.de/typo3temp/secure_downloads/103476/0/3abf60aca40b532ce231b7accac6d4e73a722ec3/Case-Summaries_EUSANCT_01.pdf;
http://europa.eu/rapid/press-release_PESC-97-67_en.htm",http://europa.eu/rapid/press-release_IP-01-712_en.htm
USA_CON_04,2,484,03.05.2004,06.08.2004,,0,0,0,0,"AS, IM",CB,0,0,0,Clear ,Target complete acquiescence,1,Minor,0,Minor,USA,EUSANCT/TIES,ICC CASE,https://2001-2009.state.gov/t/pm/rls/othr/misc/23425.htm,https://www.federalregister.gov/documents/2004/08/13/04-18679/waiving-prohibition-on-united-states-military-assistance-with-respect-to-the-republic-of-the-congo
USA_CON_18,2,484,29.11.2018,,,1,0,0,1,"AS, FS",HR,0,0,0,Clear,Blank,0,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2018/12/20/2018-27696/presidential-determination-with-respect-to-the-efforts-of-foreign-governments-regarding-trafficking,
EEC_DRC_92,"1653, 1830",490,22.01.1992,14.05.2008,,0,1,0,1,"AE, IM, AS","HR, DM, AC",1,1,1,Clear ,Target partial acquiescence,1,Blank,0,Minor,EU – UN – USA,EUSANCT,,https://ec.europa.eu/commission/presscorner/detail/en/ip_93_21,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32008E0369&qid=1567432715795&from=EN
EU_DRC_16,1830,490,12.12.2016,,,1,1,1,0,AF,"HR, DM, AC",0,1,1,Clear ,Blank,1,Blank,0,Minor,EU – USA,IST,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016D2231,
UN_DRC_03,4400,490,28.07.2003,31.03.2008,,0,1,1,1,"AE, IM","HR, DM, AC",0,0,1,Clear ,Target partial acquiescence,1,Blank,1,Minor,EU – UN,EUSANCT/HSE,,http://www.securitycouncilreport.org/atf/cf/%7B65BFCF9B-6D27-4E9C-8CD3-CF6E4FF96FF9%7D/CAC%20SRES%201493.pdf,http://unscr.com/en/resolutions/doc/1807
USA_DRC_11_a,2,490,30.09.2011,05.10.2015,,0,1,0,1,"AS, FS",HR,0,0,0,Clear,Target partial acquiescence,0,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2011/10/11/2011-26333/presidential-determination-with-respect-to-foreign-governments-efforts-regarding-trafficking-in,https://www.federalregister.gov/documents/2015/10/16/2015-26496/presidential-determination-with-respect-to-foreign-governments-efforts-regarding-trafficking-in
USA_DRC_11_b,2,490,04.10.2011,29.09.2015,,0,1,0,1,"AS, AE","HR, AC",0,0,0,Ambiguous,Sender capitulation,0,Minor,1,Minor,USA,EUSANCT,Child Soldiers Prevention Act,https://www.federalregister.gov/documents/2011/10/25/2011-27718/certification-and-determination-with-respect-to-the-child-soldiers-prevention-act-of-2008,https://www.federalregister.gov/documents/2015/10/16/2015-26491/determination-with-respect-to-the-child-soldiers-prevention-act-of-2008
USA_DRC_16_a,2,490,23.06.2016,,,1,1,1,0,"AF, TB","DM, HR",0,1,0,Clear ,Blank,1,Minor,0,Minor,EU – USA,IST,,https://www.treasury.gov/press-center/press-releases/pages/jl0496.aspx,
USA_DRC_16_b,2,490,28.09.2016,,,1,0,0,1,"AS, AE, IM","HR, AC",0,0,0,Ambiguous,Blank,0,Minor,1,Minor,USA,IST,Child Soldiers Prevention Act,"https://www.federalregister.gov/documents/2016/10/21/2016-25685/presidential-determinations-with-respect-to-the-child-soldiers-prevention-act-of-2008;
https://2009-2017.state.gov/documents/organization/258876.pdf",
USA_DRC_17,2,490,30.09.2017,,,1,0,0,1,"AS, FS",HR,0,0,0,Clear,Blank,0,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2017/10/27/2017-23609/presidential-determination-with-respect-to-the-efforts-of-foreign-governments-regarding-trafficking,
USA_DRC_90,2,490,05.11.1990,17.05.1997,,0,1,0,0,"AS, IM, AE, TB, DS","DM, HR",0,1,0,Ambiguous,Target complete acquiescence,1,Minor,0,Minor,EU – USA,EUSANCT/TIES/HSE,,https://www.govinfo.gov/content/pkg/STATUTE-104/pdf/STATUTE-104-Pg1979.pdf,https://1997-2001.state.gov/briefings/statements/970517.html
USA_UGA_14,2,500,24.03.2014,,,1,0,0,0,"AS, TB, IM",HR,0,0,0,Ambiguous,Blank,0,Minor,0,Minor,USA,EUSANCT,,https://obamawhitehouse.archives.gov/blog/2014/03/24/promoting-regional-security-and-protecting-human-rights-uganda,
USA_KEN_05,2,501,15.03.2005,27.11.2006,,0,1,0,0,"IM, AS",CB,0,0,0,Clear ,Sender capitulation,1,Minor,0,Minor,USA,EUSANCT/TIES,ICC CASE,https://2001-2009.state.gov/t/pm/rls/othr/misc/23425.htm,https://www.federalregister.gov/documents/2006/12/12/06-9665/waiving-the-prohibition-on-the-use-of-fiscal-year-2006-economic-support-funds-with-respect-to
USA_KEN_90,2,501,13.08.1990,22.11.1993,,0,1,0,0,"AS, IM, FS","HR, DM",0,1,0,Clear ,Target partial acquiescence,1,Minor,0,Minor,USA,EUSANCT/HSE,,https://books.google.de/books?id=MZNxDwAAQBAJ&pg=PA132&lpg=PA132&dq=US+suspends+kenya+august+1990&source=bl&ots=s1BltyYTQJ&sig=ACfU3U3NzwOM7QtbTCVxWCu9m3b3XTP7Sg&hl=de&sa=X&ved=2ahUKEwiej67xzIPqAhVS6qQKHSOWBPEQ6AEwAXoECAoQAQ#v=onepage&q=US%20suspends%20kenya%20august%201990&f=false; https://www.govinfo.gov/content/pkg/STATUTE-104/pdf/STATUTE-104-Pg1979.pdf,"https://books.google.de/books?id=L_UYruQyn54C&pg=PA564&lpg=PA564&dq=western+and+bilateral+donors+meeting+22+november+1993+kenya&source=bl&ots=R_7BDdcpHe&sig=ACfU3U1mj6eCYHD_G3cYVViRN4e5RPrZHw&hl=en&sa=X&ved=2ahUKEwinwuia-4TuAhWY7aQKHVaXBOcQ6AEwAHoECAEQAg#v=onepage&q=western%20and%20bilateral%20donors%20meeting%2022%20november%201993%20kenya&f=false;
https://books.google.de/books?id=gsG3CoVOnfoC&pg=PA19&dq=US+resumes+aid+kenya+1993&hl=de&sa=X&ved=2ahUKEwjZzMPQ2fbtAhXSCewKHfKbDLUQ6AEwAnoECAkQAQ#v=onepage&q=US%20resumes%20aid%20kenya%201993&f=false"
USA_TAZ_03,2,510,01.07.2003,27.11.2006,,0,1,0,0,"IM, AS",CB,0,0,0,Clear ,Sender capitulation,0,Minor,0,Minor,USA,EUSANCT/TIES,ICC CASE,https://2001-2009.state.gov/t/pm/rls/othr/misc/23425.htm,https://www.federalregister.gov/documents/2006/12/12/06-9665/waiving-the-prohibition-on-the-use-of-fiscal-year-2006-economic-support-funds-with-respect-to
EAC_BUI_96,4120,516,31.07.1996,28.08.2000,23.01.1999,0,1,0,0,"AE, TB, TE, FB","HR, DM, AC",0,1,1,Clear ,Target partial acquiescence,1,Minor,1,Severe,EU – USA,HSE,,https://digitallibrary.un.org/record/219762/files/A_51_264_S_1996_620-EN.pdf,https://peacemaker.un.org/sites/peacemaker.un.org/files/BI_000828_Arusha%20Peace%20and%20Reconciliation%20Agreement%20for%20Burundi.pdf
EU_BUI_15,1830,516,01.10.2015,,,1,0,1,0,"TB, AS, AF","HR, DM",0,1,0,Clear ,Blank,1,Blank,0,Minor,EU – USA,EUSANCT,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ:JOL_2015_257_R_0009,
USA_BUI_15,2,516,26.06.2015,,,1,0,0,0,"AS, AF, TB, IM","HR, DM",0,1,0,Ambiguous,Blank,0,Minor,0,Minor,EU – USA,EUSANCT,,https://2009-2017.state.gov/r/pa/prs/ps/2015/06/244419.htm,
USA_BUI_18,2,516,29.11.2018,,,1,0,0,1,"AS, FS",HR,0,0,0,Clear,Blank,0,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2018/12/20/2018-27696/presidential-determination-with-respect-to-the-efforts-of-foreign-governments-regarding-trafficking,
USA_BUI_93,2,516,23.10.1993,10.12.1993,,0,0,0,0,"IM, AS",DM,0,1,0,Ambiguous,Target complete acquiescence,0,Minor,0,Minor,USA,EUSANCT,,https://babel.hathitrust.org/cgi/pt?id=umn.31951d02928552t;view=1up;seq=17,https://babel.hathitrust.org/cgi/pt?id=umn.31951d02928559f;view=1up;seq=9
USA_BUI_96,2,516,02.04.1996,18.10.2005,,0,1,missing,missing,AS,DM,missing,1,0,missing,Target complete acquiescence,1,Minor,0,Minor,EU – USA,EUSANCT,,https://uca.edu/politicalscience/dadm-project/sub-saharan-africa-region/burundi-1962-present/,https://2001-2009.state.gov/r/pa/ei/bgn/2821.htm
EU_RWA_95,1830,517,26.04.1995,13.07.1995,,0,0,0,0,AS,HR,0,0,0,Clear ,Target partial acquiescence,1,Blank,0,Minor,EU – UN,EUSANCT,,https://ec.europa.eu/commission/presscorner/detail/en/PESC_95_41,https://ec.europa.eu/commission/presscorner/detail/en/IP_95_756
UN_RWA_94,4400,517,17.05.1994,01.09.1996,16.08.1995,0,1,0,0,AE,"HR, DM, AC",0,1,1,Clear ,Target partial acquiescence,1,Blank,1,Minor,EU – UN,EUSANCT/HSE,,http://unscr.com/en/resolutions/doc/918,http://unscr.com/en/resolutions/doc/1011
USA_RWA_12,2,517,21.07.2012,30.09.2014,,0,0,0,0,AS,AC,0,0,0,Clear ,Target partial acquiescence,1,Minor,0,Minor,USA,IST,,"https://www.congress.gov/bill/112th-congress/house-bill/2055/text?q=%7B%22search%22%3A%5B%22appropriations+act+2012%22%5D%7D&r=3&s=5;
https://www.europarl.europa.eu/meetdocs/2009_2014/documents/droi/dv/509_usstatedept_/509_usstatedept_en.pdf",https://www.federalregister.gov/documents/2014/11/21/2014-27870/determination-with-respect-to-the-child-soldiers-prevention-act-of-2008
USA_RWA_13,2,517,30.09.2013,30.09.2014,,0,0,0,1,"AS, AE, IM","HR, AC",0,0,0,Ambiguous,Sender capitulation,1,Minor,1,Minor,USA,EUSANCT,Child Soldiers Prevention Act,https://www.federalregister.gov/documents/2013/10/23/2013-25122/determination-with-respect-to-the-child-soldiers-prevention-act-of-2008,https://www.federalregister.gov/documents/2014/11/21/2014-27870/determination-with-respect-to-the-child-soldiers-prevention-act-of-2008
USA_RWA_16,2,517,28.09.2016,30.09.2017,,0,0,0,1,"AS, AE","HR, AC",0,0,0,Ambiguous,Target complete acquiescence,0,Minor,1,Minor,USA,IST,Child Soldiers Prevention Act,"https://www.federalregister.gov/documents/2016/10/21/2016-25685/presidential-determinations-with-respect-to-the-child-soldiers-prevention-act-of-2008
",https://www.federalregister.gov/documents/2017/10/23/2017-23145/presidential-determination-with-respect-to-the-child-soldiers-prevention-act-of-2008
EU_SOM_02,1830,520,10.12.2002,,,1,1,0,0,"AE, IM, CE, AS","DM, HR, AC",0,1,1,Ambiguous,Blank,1,Blank,0,Major,EU – UN – USA,IST,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32002E0960&qid=1570448601321&from=EN,
UN_SOM_92,4400,520,23.01.1992,,,1,1,0,1,"AE, IM, CE, AS","HR, DM, AC",1,1,1,Ambiguous,Blank,1,Blank,1,Major,EU – UN – USA,EUSANCT/HSE,,http://www.securitycouncilreport.org/atf/cf/%7B65BFCF9B-6D27-4E9C-8CD3-CF6E4FF96FF9%7D/SOMALIA%20S%20RES%20733.pdf,
USA_SOM_10,2,520,25.10.2010,30.09.2014,,0,1,0,1,"AS, AE, IM","HR, AC",0,0,0,Ambiguous,Sender capitulation,0,Minor,1,Minor,USA,EUSANCT,Child Soldiers Prevention Act,https://www.federalregister.gov/documents/2010/12/07/2010-30828/presidential-determination-with-respect-to-section-404c-of-the-child-soldiers-prevention-act-of-2008,https://www.federalregister.gov/documents/2014/11/21/2014-27870/determination-with-respect-to-the-child-soldiers-prevention-act-of-2008
USA_SOM_16,2,520,28.09.2016,,,1,0,0,1,"AS, AE","HR, AC",0,0,0,Ambiguous,Blank,0,Minor,1,Minor,USA,IST,Child Soldiers Prevention Act,https://www.federalregister.gov/documents/2016/10/21/2016-25685/presidential-determinations-with-respect-to-the-child-soldiers-prevention-act-of-2008,
USA_SOM_17,2,520,27.01.2017,,,1,1,1,1,TB,CT,0,0,1,Ambiguous,Blank,1,Minor,0,Minor,USA,IST,"""Muslim ban"" included",https://trumpwhitehouse.archives.gov/presidential-actions/executive-order-protecting-nation-foreign-terrorist-entry-united-states-2/,
USA_SOM_88,2,520,01.07.1988,12.03.2007,,0,1,0,0,"AE, AS","HR, AC, DM",1,1,0,Ambiguous,Target partial acquiescence,1,Minor,0,Major,EU – UN – USA,EUSANCT/HSE,,"https://www.washingtonpost.com/archive/politics/1988/10/26/congress-blocking-aid-to-somalia/37d3a481-8e9a-4a9c-8c92-4c5975b861a7/;
https://www.jstor.org/stable/pdf/4328494.pdf?refreqid=excelsior%3A8cdc0265c46a3c84b970d78fef32650f",https://www.federalregister.gov/documents/2007/04/25/E7-7918/determined-under-section-620q-of-the-foreign-assistance-act-of-1961-as-amended-and-section-512-of
EU_ETH_99,1830,530,15.03.1999,31.05.2001,,0,0,1,0,"AE, IM","AC, HR",0,0,1,Clear ,Target complete acquiescence,1,Blank,0,Minor,EU – USA,EUSANCT,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31999E0206&qid=1557741855737&from=EN,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32001E0215&qid=1557741855737&from=EN
UN_ETH_00,4400,530,17.05.2000,16.05.2001,,0,0,1,1,"AE, IM",AC,0,1,1,Clear ,Target complete acquiescence,1,Blank,1,Minor,EU – USA,EUSANCT/TIES,,http://unscr.com/en/resolutions/doc/1298,https://www.securitycouncilreport.org/atf/cf/%7B65BFCF9B-6D27-4E9C-8CD3-CF6E4FF96FF9%7D/EE%20SPRST200114.pdf
EU_ERI_10,1830,531,01.03.2010,10.12.2018,,0,0,0,0,"AE, AF, TB, IM","AC, CT",0,0,0,Clear ,Target partial acquiescence,0,Blank,0,Minor,EU – UN – USA,IST,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32010D0127&from=EN,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32018D1944&from=GA
EU_ERI_99,1830,531,15.03.1999,31.05.2001,,0,0,1,0,AE,AC,0,0,1,Clear ,Target partial acquiescence,0,Blank,0,Minor,EU – UN,EUSANCT,,https://op.europa.eu/en/publication-detail/-/publication/ee03e5c1-3fd1-4dd0-a82f-3bc03ba5722d/language-en,https://www.sipri.org/sites/default/files/2016-03/2001215.pdf
UN_ERI_00,4400,531,17.05.2000,16.05.2001,,0,0,1,1,"AE, IM",AC,0,1,1,Clear ,Target complete acquiescence,1,Blank,1,Minor,EU – UN,EUSANCT/TIES,,http://unscr.com/en/resolutions/doc/1298,https://www.securitycouncilreport.org/atf/cf/%7B65BFCF9B-6D27-4E9C-8CD3-CF6E4FF96FF9%7D/EE%20SPRST200114.pdf
UN_ERI_09,4400,531,23.12.2009,14.11.2018,,0,0,0,1,"AE, IM, TB, AF","CT, AC",0,1,1,Clear ,Target partial acquiescence,1,Blank,1,Minor,EU – UN – USA,EUSANCT,,http://unscr.com/en/resolutions/doc/1907,https://www.securitycouncilreport.org/atf/cf/%7B65BFCF9B-6D27-4E9C-8CD3-CF6E4FF96FF9%7D/s_res_2444.pdf
USA_ERI_04,2,531,01.09.2004,,,1,0,1,1,"AE, AS",HR,0,0,0,Ambiguous,Blank,1,Minor,1,Minor,USA,EUSANCT,International Religious Freedom Act,https://books.google.de/books?id=ePHVIqEIKYEC&pg=PA9&lpg=PA9&dq=secretary+of+state+rice+in+september+2005+announced+the+denial+of+commercial+export+to+Eritrea+of+defense+articles+and+services+covered+by+the+arms&source=bl&ots=tLRjkAyyuq&sig=ACfU3U1O6idvw7jl1YB1FdySh8JsO60HAg&hl=en&sa=X&ved=2ahUKEwiGmo32_eXpAhVKyKYKHesnBOsQ6AEwA3oECAoQAQ#v=onepage&q=secretary%20of%20state%20rice%20in%20september%202005%20announced%20the%20denial%20of%20commercial%20export%20to%20Eritrea%20of%20defense%20articles%20and%20services%20covered%20by%20the%20arms&f=false,
USA_ERI_08,2,531,14.05.2008,,,1,0,0,1,AE,CT,0,0,0,Ambiguous,Blank,0,Minor,0,Minor,EU – UN – USA,EUSANCT,Counter Terrorism,https://www.federalregister.gov/documents/2008/05/20/E8-11255/determination-and-certification-under-section-40a-of-the-arms-export-control-act,
USA_ERI_09,2,531,14.09.2009,,,1,1,0,1,"AS, FS",HR,0,0,0,Clear,Blank,0,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2009/09/23/E9-23092/presidential-determination-with-respect-to-foreign-governments-efforts-regarding-trafficking-in,
USA_ERI_17,2,531,13.09.2017,,,1,0,0,0,TB,Other,0,0,1,Clear ,Blank,0,Minor,0,Minor,USA,IST,Repatriation Sanctions,https://www.dhs.gov/news/2017/09/13/dhs-announces-implementation-visa-sanctions-four-countries,
USA_ANG_86,2,540,15.10.1986,02.07.1993,,0,1,0,0,"FS, AS, CE, AE","DM, AC",0,1,0,Clear ,Target partial acquiescence,1,Minor,0,Minor,USA,HSE,,https://www.congress.gov/bill/99th-congress/house-bill/5548?q=%7B%22search%22%3A%5B%22export+import+bank+act+amendment+of+1986%22%5D%7D&r=2&s=2,http://cdn.loc.gov/service/ll/fedreg/fr058/fr058126/fr058126.pdf
USA_ZAM_03,2,551,01.07.2003,29.07.2003,,0,0,0,0,"IM, AS",CB,0,0,0,Clear ,Target complete acquiescence,1,Minor,0,Minor,USA,EUSANCT/TIES,ICC CASE,https://2001-2009.state.gov/t/pm/rls/othr/misc/23425.htm,https://www.federalregister.gov/documents/2003/08/11/03-20503/waiving-prohibition-on-united-states-military-assistance-to-parties-to-the-rome-statute-establishing
USA_ZAM_96,2,551,01.07.1996,28.05.1999,,0,1,0,1,AS,"DM, HR, Other",1,1,0,Ambiguous,Target partial acquiescence,1,Minor,0,Minor,USA,EUSANCT/HSE,,"https://www.hrw.org/legacy/reports/1997/zambia/Zambia-06.htm;
http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.194.5172&rep=rep1&type=pdf",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.194.5172&rep=rep1&type=pdf
